Subject,Group,Sample,ISC_Neutral,ISC_Emotional,ISC_EMO-NEU,ISC_N-N,ISC_E-N,ISC_N-E,ISC_E-E,DP.50.Angry.Congruent,DP.50.Angry.Incongruent,DP.50.Happy.Congruent,DP.50.Happy.Incongruent,DP.50.Sad.Congruent,DP.50.Sad.Incongruent,DP.1000.Angry.Congruent,DP.1000.Angry.Incongruent,DP.1000.Happy.Congruent,DP.1000.Happy.Incongruent,DP.1000.Sad.Congruent,DP.1000.Sad.Incongruent,DPCongruency_happy50,DPCongruency_happy1000,DPCongruency_angry50,DPCongruency_angry1000,DPCongruency_sad50,DPCongruency_sad1000,MEMPriming_neg,MEMPrimig_neut,MEMPriming_pos,MemoryImplicit_neg-neu,MemoryImplicit_pos-neu,ExpMemNegative,ExpMemPositive,ExpMemNeutral,EXPMEM_Neg-Neu,EXPMEM_Pos-Neu,INTERcongruent.neg,INTERcongruent.neutral,INTERcongruent.pos,INTERincongruent.neg,INTERincongruent.neutral,INTERincongruent.pos,InterferenceCong_Neg-Neu,InterferenceCong_Pos-Neu,InterferenceIncong_Pos-Neu,InterferenceIncong_Neg-Neu,Interpretation_NegSelection,InterpretationRT_Neg,InterpretationRT_Pos,Interpretation_Rtneg-pos,ExpectancySelection_neg,ExpectancySelection_pos,ExpectancyRT_negative.accept,ExpectancyRT_negative.reject,ExpectancyRT_positive.accept,ExpectancyRT_positive.reject,ExpectancyConfidance_negative.accept,ExpectancyConfidance_negative.reject,ExpectancyConfidance_positive.accept,ExpectancyConfidance_positive.reject,ExpectancyRejection,ExpectancyAcceptance,BDI_SCORE,STAI_SCORE,PSWQ_SCORE,RRS_SCORE,DASS_Depression,DASS_Anxiety,DASS_stress
207,1,1,530,542,12,1920,2374,2285,1648,634.26,567.11,677.97,601.3,615.86,727.31,585.53,555.13,584.67,596.83,572.69,641.33,-76.67,12.16,-67.15,-30.4,111.45,68.64,0.2,0.2,0,0,-0.2,1,1,1,0,0,514.64,527.6,494.66,516.75,538.85,529.29,-12.96,-32.95,-9.56,-22.1,0.05,4075.5,2413.65,1661.85,0.35,0.88,5459.67,5277.64,4375.5,8549.5,3.33,4.36,4.21,4,-3271.86,1084.17,5,48,44,36,,,
208,3,1,415,519,104,1512,2122,2464,2075,477.72,476.03,479.48,517.31,459.03,467.59,458.63,479.7,489.89,475.03,472.76,460.76,37.83,-14.86,-1.69,21.07,8.55,-12,0.1,0.35,-0.05,-0.25,-0.4,0,1,0,0,1,523.51,516.84,516.02,536.02,538.39,555.52,6.67,-0.82,17.12,-2.38,0.43,2101.75,2495.57,-393.82,0.47,0.71,3556.5,2992.67,3520,3580.8,4,4.11,4.25,3.8,-588.13,36.5,24,48,49,37,28,28,6
209,1,1,232,462,230,1549,1894,1792,1210,327.41,329.7,319.55,321.79,331.54,324.76,292.52,295.46,300.93,283.36,332.87,306.77,2.24,-17.57,2.29,2.94,-6.78,-26.1,0.3,0.15,0.2,0.15,0.05,8,6,2,6,4,327.71,330.36,309.08,333.81,344.45,358.69,-2.64,-21.28,14.23,-10.65,0.68,1005.5,1045.83,-40.33,0.65,0.63,2428.36,2613.67,2179.2,2471.67,4,3.67,3.9,3.83,142,249.16,40,72,77,76,12,24,34
210,3,1,491,476,-15,1085,1585,1866,1415,327.27,323.86,329.07,327.28,309.19,325.93,441.07,448.11,447.45,420.88,438.53,447.28,-1.79,-26.56,-3.41,7.04,16.75,8.74,0,0.25,0.15,-0.25,-0.1,6,8,5,1,3,394.71,403.75,400,438.62,440.75,420.24,-9.04,-3.75,-20.51,-2.14,0.35,2391.15,2090.81,300.35,0.53,0.94,3000.56,3412.13,2439.75,2868,3.56,3.63,4.13,3,544.13,560.81,15,54,58,59,28,26,36
211,4,1,333,170,-163,1256,1489,1425,1316,277.17,296.73,298.69,285.07,277.48,278.57,367.1,354.59,359.41,348.64,351.87,332,-13.62,-10.76,19.56,-12.51,1.09,-19.87,0.2,0.2,0.3,0,0.1,6,5,1,5,4,323.4,318.6,323.47,332.83,333.26,324.69,4.8,4.88,-8.57,-0.43,0.28,1448.78,1284.17,164.61,0.53,0.88,2809.78,2577,2020.21,1884.5,3.56,3.88,4.07,3.5,692.5,789.56,7,44,41,40,18,6,20
212,1,1,176,170,-6,887,1089,1294,1149,392.03,379.1,397.66,372.32,399.57,381.4,391.55,388.93,371.69,381.72,391.64,378.41,-25.33,10.03,-12.93,-2.63,-18.17,-13.23,0,0.25,-0.05,-0.25,-0.3,1,0,1,0,-1,390.94,382.71,403.82,410.98,434.47,414.43,8.23,21.11,-20.03,-23.48,0.48,1384.63,1477.48,-92.84,0.76,0.25,3393.69,3557.75,4032.25,3315.58,4.23,4.5,3.5,3.92,242.17,-638.56,16,59,70,55,14,28,26
213,1,1,196,491,295,1460,1692,1685,980,303.59,348.24,329.23,334.97,329.75,339.14,310.5,318.27,320.04,318.1,321.19,311.76,5.73,-1.93,44.65,7.77,9.39,-9.43,0.15,0.1,0.35,0.05,0.25,6,6,2,4,4,380.88,363.57,373.36,381.26,381,389.59,17.3,9.78,8.59,0.26,0.28,1513.27,1225.96,287.31,0.12,0.94,3077,3226,2154.13,2439,2.5,3.47,3.94,2,787,922.88,9,30,42,36,8,24,28
214,3,1,704,634,-70,1419,2073,2098,1478,357.4,376.21,370.8,382.34,371.3,358.87,399.83,415.1,403,399.34,399.43,391.6,11.54,-3.66,18.81,15.27,-12.43,-7.83,0.35,0.3,0.4,0.05,0.1,4,9,5,-1,4,401.31,390.47,405.62,416.71,433.89,432.72,10.84,15.16,-1.16,-17.18,0.4,1605.44,1602.04,3.39,0.71,0.76,3062.83,2905.4,3395.38,3287.75,4.08,3.4,4,2,-382.35,-332.55,11,50,49,46,,,
215,2,1,280,143,-137,983,1226,1089,1039,298.52,299.3,299.04,291.28,286.78,293.54,330.04,325.45,330.63,330.93,323.54,312.81,-7.76,0.3,0.78,-4.59,6.76,-10.72,0,0.05,0,-0.05,-0.05,0,1,0,0,1,365.58,326.97,373.24,374.15,369.6,368.23,38.61,46.27,-1.37,4.55,0.5,1555.05,1348.63,206.42,0.82,0.18,2621.64,2429,2066.67,2662.64,4,4,4,4,-233.64,554.98,33,60,61,67,32,2,4
216,3,1,270,527,-257,957,1892,1499,1406,405.13,387.52,418.21,427.13,391.66,374.21,418.17,425.5,428.1,402.38,429.86,421.97,8.93,-25.72,-17.62,7.33,-17.44,-7.9,0.25,0.2,-0.05,0.05,-0.25,5,2,1,4,1,403.76,420.33,421.42,415.39,420.75,406.93,-16.57,1.09,-13.82,-5.37,0.28,1348.44,1138.28,210.16,0.65,0.88,3678.36,3563.67,3213.07,3528.5,5,5,5,5,35.17,465.3,9,39,57,36,30,28,40
217,3,1,235,193,-42,1057,1226,1333,1114,332.77,333.62,343.63,329.53,345.9,332.93,372.19,360.46,381.07,361.27,364.63,359.31,-14.1,-19.8,0.85,-11.73,-12.97,-5.32,0.1,0.35,0,-0.25,-0.35,7,6,6,1,0,716.92,650.77,672.35,719.49,653.97,691.57,66.15,21.58,37.61,65.53,0.15,1605.17,1158.15,447.02,0.76,0.35,3123.77,3207,4301.67,2894.45,4.23,4,3.17,3.64,312.55,-1177.9,37,63,69,78,36,26,34
218,3,1,532,129,-403,2693,2647,2756,2475,375.66,362.9,372.11,358.33,366.96,368.67,370,356.34,361.43,354.03,347.28,363.76,-13.77,-7.4,-12.76,-13.66,1.7,16.48,0.15,0.25,0.05,-0.05,-0.2,5,6,3,0,0,414.93,451.21,436,436.98,459.02,455.31,-36.28,-15.21,-3.71,-22.03,0.6,1331.26,1306.69,24.57,0.76,0.81,4760.77,5163.5,4122.85,5800,4,2.75,2.77,2.33,-636.5,637.92,19,69,67,36,22,16,38
219,2,1,187,347,160,1368,1532,1696,1161,264,248.5,252.57,247.96,252.24,261.04,291.43,279.19,290.53,291.15,294.17,284.43,-4.61,0.61,-15.5,-12.24,8.8,-9.74,0.3,0.5,0.15,-0.2,-0.35,7,7,3,4,4,376.82,379.13,365.29,384.62,363.77,372.7,-2.31,-13.85,8.93,20.86,0.4,2851.13,2464.58,386.54,0.65,0.47,3324.09,3548.5,3583.5,3684.56,3.18,3.33,3,3.67,-136.06,-259.41,17,58,60,44,28,12,26
220,2,1,505,419,-86,1125,1639,1551,1229,343.76,334.83,343.28,340.47,323.3,338.13,371.48,385.79,355.86,353.21,383.37,363.3,-2.81,-2.65,-8.93,14.31,14.83,-20.07,0.15,0.25,0.1,-0.1,-0.15,5,7,2,3,5,398.13,412.51,409.12,412.27,413.87,411.65,-14.38,-3.39,-2.22,-1.6,0.3,2237.92,1855.07,382.84,0.59,0.76,3634.2,2832.57,3281.62,2974.25,2.8,3,3.92,2.25,-141.68,352.58,7,49,61,22,28,8,32
221,4,1,837,967,130,1494,2314,2761,1659,436.83,470.07,459.5,438.25,444.2,435.56,447.77,442.6,399.11,401.38,474.41,433.04,-21.25,2.28,33.24,-5.17,-8.64,-41.37,0.15,0.3,0.2,-0.15,-0.1,5,6,2,3,4,590.07,631.47,615.57,616.95,599.03,575.17,-41.4,-15.9,-23.87,17.92,0.48,2971.21,3783.15,-811.94,0.53,0.93,2990,3804.5,3373.93,3290,3.78,3.63,3.43,3,514.5,-383.93,21,57,67,65,18,14,28
222,2,1,710,861,151,1645,2641,2836,2114,360.27,355.33,366.17,346,358.28,358.93,376.86,408.93,391.14,385.72,391.79,396.9,-20.17,-5.41,-4.93,32.07,0.66,5.11,0.15,0.35,0.1,-0.2,-0.25,5,7,3,2,4,402.59,418.05,413.36,436.87,439.37,446.83,-15.45,-4.69,7.46,-2.5,0.5,3097.74,4340.55,-1242.81,0.76,0.71,4138.46,4512.25,4035.42,4100.2,2.85,1.5,2.25,2.8,412.05,103.04,12,61,67,50,24,12,32
223,2,1,122,235,113,1585,1739,1748,1446,329.7,332.48,314.61,331.24,327.41,322.48,387.55,352.47,376.93,375.17,362.36,379.04,16.63,-1.76,2.78,-35.09,-4.93,16.68,0.15,0.25,-0.2,-0.1,-0.45,5,4,6,-1,-2,627.32,529.11,599.56,584.48,552.27,584.66,98.21,70.45,32.39,32.21,0.33,2359.77,3154.54,-794.77,0.18,0.6,3077.67,3747.36,2834.78,2886.67,3,4.43,4.33,3,860.69,242.89,12,42,52,35,22,10,30
224,4,1,394,434,40,1137,1490,1411,916,369.21,381.03,375.21,357.45,362.1,375.6,459.33,432.26,448.43,443.3,433.48,439.14,-17.77,-5.13,11.83,-27.07,13.5,5.66,0.3,0.45,0.35,-0.15,-0.1,6,10,6,0,4,371.79,360.05,356.5,394.56,401.16,383.98,11.75,-3.55,-17.18,-6.6,0.2,1284.5,1096.77,187.73,0.13,1,2153,2464.36,2279.24,,4.5,3.64,3.94,,,-126.24,0,28,26,22,16,14,24
226,2,1,894,369,525,1172,2009,1368,1458,396.21,393.55,392.83,377.57,380.6,379.93,393.43,431.07,388.57,408.59,416.37,397.97,-15.26,20.02,-2.66,37.64,-0.67,-18.4,-0.1,0.3,0.1,-0.4,-0.2,1,4,0,1,4,436.36,435.41,435.85,476.89,479.25,478.08,0.95,0.45,-1.17,-2.37,0.48,1405.05,1307.74,97.32,0.53,0.71,2234.11,2535.25,2546.83,2871.2,3.89,4.38,4.33,3.6,-335.95,-312.72,21,55,71,54,30,10,28
227,2,1,264,358,94,1299,2051,1740,1751,368.33,340.77,359.5,347.13,359.6,362.67,459,452.86,466.86,480.3,439.5,426.03,-12.37,13.44,-27.57,-6.14,3.07,-13.47,0.35,0.35,0,0,-0.35,5,8,4,1,4,420.11,431.42,405.56,430.35,434.05,424.97,-11.31,-25.86,-9.08,-3.69,0.4,4984.53,3228.75,1755.78,0.65,0.81,6082.91,6117.33,5620.54,5460,3.18,3.5,3.46,3.33,657.33,462.37,30,53,68,68,30,10,24
228,2,1,474,560,86,981,1514,1721,1128,478.4,468.9,489.33,484.33,483.43,464.73,497.34,496.07,492.75,490.23,480.45,491.4,-5,-2.52,-9.5,-1.28,-18.7,10.95,0.3,0.4,-0.05,-0.1,-0.45,8,1,2,6,-1,537.34,532.3,510.05,513.32,522.67,534.68,5.04,-22.25,12.01,-9.35,0.9,1002.49,928.25,74.24,0.94,0.19,2397.75,4483,3173.33,2502.85,3.75,3,3,3.92,1980.15,-775.58,34,63,66,64,28,10,28
401,4,2,194,119,-75,1029,1287,1284,1304,353.2,350.52,356.07,351.55,354.4,349.79,365.47,383.45,373.18,364.67,371.97,370.36,-4.52,-8.51,-2.68,17.98,-4.61,-1.61,0.2,0.25,0.2,-0.05,-0.05,7,5,1,6,4,403.31,409.23,392.46,421.87,409.81,414.79,-5.92,-16.77,4.98,12.06,0.24,1398.22,1202.79,195.43,0.41,0.81,4328.86,4393.1,3734.08,5046.67,3.14,3.5,4.23,3.33,-653.57,594.78,5,34,39,29,6,4,22
402,4,2,717,550,-167,1042,1770,1547,1162,360.48,348.8,351.1,341.21,342.37,358.31,358.25,359.46,367.59,351.37,352.67,352.14,-9.89,-16.22,-11.68,1.21,15.94,-0.53,0.1,0.2,0.2,-0.1,0,4,5,4,0,1,351.8,351.97,354.15,373.13,390.72,365.02,-0.17,2.18,-25.7,-17.59,0.28,1168.73,1066.36,102.37,0.44,0.94,1967.71,2168.33,1674.75,2537,2.57,3.22,3.5,3,-368.67,292.96,0,35,49,43,4,2,24
403,4,2,315,578,263,1117,1581,1715,1029,350.21,339.38,331.7,318.39,324.53,327.3,352.14,365.3,371.66,362.52,348.89,344.04,-13.31,-9.14,-10.83,13.16,2.77,-4.85,0.3,0.2,0.2,0.1,0,10,6,1,9,5,407.56,410.33,390.18,402.77,411.92,406.93,-2.77,-20.15,-4.99,-9.15,0.13,1654.2,1124.74,529.46,0.25,1,1995.75,1896.67,1722.71,,2.25,3.92,4.71,,1896.67,273.04,1,28,35,30,2,0,18
404,4,2,-12,186,198,2047,1832,2161,1586,378.15,388.17,384.43,395.79,385.1,383.41,485.86,469.79,520.25,486.83,461.28,446.29,11.36,-33.42,10.02,-16.07,-1.69,-14.99,-0.1,0.2,0.15,-0.3,-0.05,5,8,2,3,6,483.75,465.78,443.23,484.76,477.6,461.19,17.97,-22.55,-16.41,7.16,0.4,1594.13,1250.17,343.96,0.81,0.81,3107.08,5084.33,2543.08,4343.33,2.54,4,4.08,3.33,741,564,12,54,67,40,14,8,46
405,4,2,426,430,4,1417,2096,1630,1428,414.97,406.07,394.57,399.13,404.23,412.03,465.41,492.75,484.66,434.59,448.62,479.21,4.56,-50.07,-8.9,27.34,7.8,30.59,0.15,0.5,0.45,-0.35,-0.05,4,5,3,1,2,424.08,432.23,414.69,432.44,423.32,438.05,-8.15,-17.54,14.73,9.12,0.21,2832.5,1650.2,1182.3,0.24,0.94,5844,4229.46,3505.5,6736,3.5,4.08,4.38,3,-2506.54,2338.5,1,26,34,23,0,0,14
406,4,2,274,109,-165,1893,1546,1984,1448,362.57,369.87,379.43,367.59,385.68,366.3,356.82,363.6,363,352.43,369.96,360.07,-11.84,-10.57,7.3,6.78,-19.38,-9.89,0.1,0.15,0.2,-0.05,0.05,4,4,3,1,1,428.49,422.27,425.31,433.85,432.1,411.41,6.22,3.04,-20.69,1.75,0.51,2172.45,1998.47,173.98,0.25,0.71,2887.75,4283.92,3822.58,3381.4,3,4.08,3.92,4,902.52,-934.83,12,61,51,39,6,0,14
407,4,2,483,354,-129,2074,2394,2398,2013,388.41,387.53,402.24,396,373.62,383.86,418.82,425.03,414.23,417.13,400.5,441.73,-6.24,2.9,-0.88,6.21,10.24,41.23,0.35,0.05,0.3,0.3,0.25,5,3,2,3,1,511.8,495.13,519.81,555.9,552.02,556.37,16.67,24.68,4.35,3.88,0.26,2357.6,2638.75,-281.15,0.63,0.76,6673.4,9681.5,6805.69,10787.25,4.7,4.5,4.08,4.75,-1105.75,-132.29,14,43,71,43,4,2,32
408,4,2,435,248,-187,2085,2320,2296,2034,417.93,409.17,404.93,400.57,417.6,396.03,398.3,386.17,382.57,372.8,387.97,382.77,-4.36,-9.77,-8.76,-12.13,-21.57,-5.2,0.15,0.3,0.15,-0.15,-0.15,5,4,4,1,0,390.19,402.84,386.45,415.92,416.08,406.75,-12.65,-16.39,-9.33,-0.16,0.05,1200,1272.22,-72.22,0.56,1,3744,2971.29,2251.88,,2.33,3.57,4.53,,2971.29,1492.12,5,34,36,45,0,0,16
409,4,2,682,547,-135,1734,2325,2096,1574,322.76,314.43,320.93,306.57,332.45,316.52,358.77,345.4,349.72,359.59,355.77,352.17,-14.36,9.87,-8.33,-13.37,-15.93,-3.6,0.3,0.2,0.15,0.1,-0.05,3,2,4,-1,-2,357.87,345.31,349.4,373.21,367.14,378.73,12.56,4.09,11.59,6.07,0.45,2609.17,1971.23,637.94,0.63,0.82,2899.3,3852.67,3288.57,4899.67,3.4,3.67,3.64,2.67,-1047,-389.27,15,51,51,51,10,10,40
410,4,2,485,338,-147,1553,2038,2008,1828,413.55,385.89,396.86,428.4,381.47,395.79,422.17,392.97,420.6,398.5,431.34,409.97,31.54,-22.1,-27.66,-29.2,14.32,-21.37,0,0.05,0.3,-0.05,0.25,5,9,3,2,6,370.08,385.25,381.32,397.32,393.18,388.97,-15.17,-3.93,-4.21,4.14,0.41,1829.56,1534.39,295.17,0.69,0.88,2601.45,2700,2305.2,3762,3.45,4,3.6,3.5,-1062,296.25,7,38,56,57,4,4,34
411,4,2,213,412,199,1026,1619,1461,1233,346.47,337.28,335.83,352.07,321.68,337.86,350.61,368,350.17,350.38,353.93,370.24,16.24,0.21,-9.19,17.39,16.18,16.31,0.4,0.4,0.15,0,-0.25,6,7,3,3,4,386.64,368.37,372.73,400.02,391.34,400.37,18.27,4.36,9.03,8.68,0.41,2417.5,2458.43,-40.93,0.6,0.88,3326.33,3583.5,5034.6,2356.5,3.67,3.17,3.27,4,1227,-1708.27,14,49,62,70,4,4,32
412,4,2,26,27,1,968,1012,997,986,389.87,378.47,383.34,393.27,376.41,353.55,375.7,380.28,365.55,372.2,382,384.24,9.93,6.65,-11.4,4.58,-22.86,2.24,-0.05,0.2,0.1,-0.25,-0.1,2,3,3,-1,0,375.51,370.78,369.77,388.13,381.77,381.05,4.73,-1.01,-0.72,6.36,0.53,916.14,911.68,4.46,0.76,0.65,2159.15,2411.5,2275.73,2476.83,3.85,3.75,3.55,4,-65.33,-116.58,32,59,67,61,30,16,40
413,4,2,127,433,306,1366,1763,1697,1233,361.31,365.68,362.07,367.71,388.74,390.45,394.4,406.19,365.11,426.68,405.03,390.76,5.64,61.57,4.37,11.79,1.71,-14.27,0.6,0.4,0.25,0.2,-0.15,5,6,5,0,1,383.71,386.28,381.84,410.46,389.5,380.82,-2.57,-4.44,-8.68,20.96,0,,1253.18,,0.19,1,2035,1908.77,1678.82,,3.33,4,3.94,,1908.77,356.18,16,45,47,42,8,6,28
414,4,2,426,464,38,1314,2243,1877,1851,383.86,380.97,370.2,352.46,366.79,350.07,387,371.21,381.03,403.23,403.63,380.45,-17.74,22.2,-2.89,-15.79,-16.72,-23.18,0.1,0.35,0.15,-0.25,-0.2,6,4,1,5,3,477.57,492.94,503.74,486.17,505.84,497.39,-15.37,10.8,-8.45,-19.67,0.21,3316.25,2228.52,1087.73,0.38,0.82,4570.5,2642.5,2275.14,5014.67,4,4.8,4.86,3,-2372.17,2295.36,0,27,42,31,2,0,16
415,4,2,274,394,120,1309,1719,1828,1458,510.86,519.14,530.13,488.93,496.71,530.86,562.33,577.04,526.67,535.46,595.04,520.14,-41.2,8.79,8.28,14.71,34.15,-74.9,0,0.05,0.1,-0.05,0.05,3,1,0,3,1,649.69,650.07,634.97,631.2,655.33,634.9,-0.38,-15.1,-20.43,-24.13,0.59,1734.17,2175.13,-440.96,0.71,0.59,2762.08,2836,3167.8,3048,3.58,3.8,3.3,3.43,-212,-405.72,6,43,60,40,10,8,20
416,4,2,369,248,-121,1106,1640,1501,1557,500.79,466.15,483.52,508.89,537.45,466.5,610.67,656.76,557.34,602,542.41,570.8,25.37,44.66,-34.64,46.09,-70.95,28.39,0.1,-0.05,0.05,0.15,0.1,2,0,1,1,-1,392.07,406.07,398.64,404.7,446.33,440.96,-14,-7.43,-5.37,-41.63,0.28,1153.36,1051.64,101.72,0.44,0.44,2220,2178.11,2321.86,2285.33,5,5,4.43,5,-107.22,-101.86,11,36,72,45,6,12,14
417,4,2,155,341,186,1080,1223,1406,877,355.03,339.4,344.9,353.93,347.07,330.7,377.5,396.46,420.37,373.73,401.32,413.96,9.03,-46.64,-15.63,18.96,-16.37,12.64,0.1,0.2,0.15,-0.1,-0.05,6,10,7,-1,3,342.44,373.73,357.89,395.17,380.33,376.38,-31.29,-15.84,-3.95,14.84,0.5,1178.55,1212.5,-33.95,0.71,0.81,2738.25,3129.2,2521.31,2549.67,3.83,3.4,4.31,3.33,579.53,216.94,1,37,38,30,4,8,20
418,4,2,291,37,-254,1303,1842,1421,1904,333.87,359.03,340.3,335.17,339.1,341.55,332.82,343.57,349.28,340.46,337.5,337.66,-5.13,-8.82,25.16,10.75,2.45,0.16,0.2,0.4,0.05,-0.2,-0.35,3,8,4,-1,4,356.45,347.81,362.08,379.05,370.38,366.25,8.64,14.27,-4.13,8.67,0.05,2194,1338.11,855.89,0.38,1,3397.33,3497.6,3109.06,,2.17,4,4.18,,3497.6,288.27,2,31,29,31,2,2,20
419,4,2,494,469,-25,2144,2267,2544,1755,424.29,448.52,433.34,442.8,465.77,416.62,453.97,435.28,462.07,462.43,485.77,450.78,9.46,0.36,24.23,-18.69,-49.15,-34.99,0.05,0.1,0.05,-0.05,-0.05,5,4,5,0,-1,472.39,489.03,492.29,495.66,501.28,494.74,-16.64,3.26,-6.54,-5.62,0.25,3733.1,3609.67,123.43,0.63,0.94,3934.8,5144,4083.56,7078,3.6,3.5,3.88,3,-1934,-148.76,2,36,38,34,16,2,24
420,4,2,322,358,36,1266,1516,1658,1183,365.57,380,352.28,355.83,383.36,335,358.14,375.03,372.31,383.9,371.18,371.9,3.55,11.59,14.43,16.89,-48.36,0.72,0.1,0.15,0.15,-0.05,0,4,5,2,2,3,424.48,442.87,441.56,435.07,440.48,447.39,-18.39,-1.31,6.91,-5.41,0.53,1992.81,2080.42,-87.61,0.47,0.82,2799.75,3223.89,3441.57,4989,4.63,4,4.5,3.67,-1765.11,-641.82,11,39,47,46,16,8,42
421,4,2,532,823,291,1514,3485,2512,2739,429.43,437.38,434.34,420.67,416.52,445.55,462.1,463.66,463.97,494.75,470.61,453.93,-13.67,30.78,7.95,1.56,29.03,-16.68,0.15,0.25,0.25,-0.1,0,1,5,0,1,5,583.52,589.2,610.17,578.44,615.97,600.66,-5.68,20.97,-15.31,-37.53,0.26,3607.1,2833.83,773.27,0.13,0.94,2976.5,4213.71,3516.56,10222,4,4.57,4.75,2,-6008.29,-540.06,0,32,29,22,2,0,18
422,4,2,379,168,-211,961,1383,1538,1543,356.21,364.9,358.59,366.34,371.23,351.9,358,356.73,361.9,372.2,356.5,352.68,7.75,10.3,8.69,-1.27,-19.33,-3.82,-0.05,0.35,0.15,-0.4,-0.2,4,5,3,1,2,375.08,382.5,376.98,372.58,382.93,389.62,-7.42,-5.52,6.69,-10.35,0.05,1611,1199.89,411.11,0.19,1,2412.67,2231.31,1924.25,,2.67,4,4.56,,2231.31,488.42,0,32,44,22,0,0,14
423,4,2,34,79,45,1122,1220,1181,1122,302.97,309.69,312.66,305.48,302.93,311.5,322.6,331.64,327.83,328.87,327.9,314,-7.18,1.04,6.72,9.04,8.57,-13.9,-0.05,0.1,0,-0.15,-0.1,4,8,2,2,6,457.79,438.66,433.31,438.15,447.84,467.52,19.13,-5.35,19.68,-9.69,0.56,1228.5,1389.53,-161.03,0.75,0.35,2083.17,2296.5,1860,1815.45,3.58,3.5,3.5,3.82,481.05,223.17,9,45,34,45,16,4,20
424,4,2,170,258,88,1088,1314,1373,1082,344.27,357.93,344.07,347.48,356.57,338.37,335.1,346.43,325.18,342.17,326.21,338.1,3.41,16.99,13.66,11.33,-18.2,11.89,0.25,0.25,0.45,0,0.2,4,5,4,0,1,318.03,316.97,318.7,331.36,327.35,340.2,1.06,1.73,12.85,4.01,0.05,3259,1782.55,1476.45,0.06,1,4203,2252.31,2037.63,,3,3.94,3.81,,2252.31,2165.37,0,30,32,26,0,0,16
425,4,2,438,583,145,1356,1915,2037,1427,411.68,399.57,386,379.03,386.87,390.1,380.18,351.77,366.07,387.2,381.96,380.46,-6.97,21.13,-12.11,-28.41,3.23,-1.5,0.2,0.15,0.15,0.05,0,6,4,0,6,4,418.06,400.98,407.55,423.05,429.81,428.77,17.08,6.57,-1.04,-6.76,0.05,1993.5,1313.78,679.72,0.35,0.88,5389.83,4432.45,3546.67,6005,3.17,4.18,4.6,3,-1572.55,1843.16,2,31,28,24,0,4,14
501,1,2,405,301,-104,1848,2157,2395,2097,389.33,390.4,400.89,388.1,380.2,373.5,461.69,450.8,454.21,457.79,436.75,454.93,-12.79,3.58,1.07,-10.89,-6.7,18.18,0.1,0.15,0.1,-0.05,-0.05,10,7,5,5,2,624.3,623.9,612.67,665.68,704.25,595.72,0.4,-11.23,-108.53,-38.57,0.34,2019.54,1544.92,474.62,0.41,1,4870.29,5202.1,4562.94,,3.43,4.3,4.19,,5202.1,307.35,14,40,69,64,,,
502,2,2,445,767,322,2295,2965,3118,2254,570.87,566.24,576.56,568.18,569.83,608.37,506.15,483.17,481.97,517.76,477.57,485.1,-8.38,35.79,-4.63,-22.98,38.54,7.53,0.25,0.1,0,0.15,-0.1,4,3,0,4,3,697.59,698.29,703.32,831.27,822.38,812.43,-0.7,5.03,-9.95,8.89,0.34,2744.46,2478.8,265.66,0.31,0.75,6379.2,6671.64,6164.83,6290.75,4.4,4,4.33,2.75,380.89,214.37,42,69,76,74,,,
504,1,2,0,761,761,2424,3292,3006,2345,800.17,814.03,827.9,805.61,769.52,824,640.29,652.13,592.03,618.93,600.43,660.8,-22.29,26.9,13.86,11.84,54.48,60.37,0.2,0.3,0.05,-0.1,-0.25,5,6,3,2,3,622.14,651.96,649.46,656.81,668.55,638.54,-29.82,-2.5,-30.01,-11.74,0.31,4272.33,3557.44,714.89,0.69,0.76,5203.73,8088,5006.15,7819,3.91,3,3.92,3,269,197.58,15,47,57,51,,,
505,3,2,-164,404,568,1702,1999,2000,1501,340.34,335.93,337.7,345.25,340.45,353.18,358.04,341.97,347.59,341.1,343.63,343.64,7.55,-6.49,-4.41,-16.07,12.73,0.01,0.25,0.2,0,0.05,-0.2,2,3,2,0,1,334.25,345.84,343.52,351.32,355.95,345.98,-11.59,-2.32,-9.97,-4.63,0.41,2831.56,2509.35,322.21,0.53,0.63,4165.89,4275,4038,3063.5,2.89,3.25,3.2,2.83,1211.5,127.89,35,53,79,66,,,
506,1,2,1004,202,-802,2150,2083,2308,1848,480.12,455.3,472.37,466.4,458.97,421.34,482.97,504.63,522.66,501.69,460,515.55,-5.97,-20.97,-24.82,21.66,-37.63,55.55,0.2,0.2,0.3,0,0.1,2,4,4,-2,0,939.43,897.44,863.44,954.75,922.67,944.68,41.99,-34,22.01,32.08,0.58,2680.13,2588.12,92.01,0.44,0.56,5568.71,5217.56,5783.22,7273.57,3.43,4.56,3.67,3.57,-2056.01,-214.51,19,51,75,60,,,
507,1,2,470,364,-106,1317,1736,1894,1597,451.45,454.48,439.63,460.17,442.27,465.14,508.22,499.44,504.83,522.17,501.63,525.41,20.54,17.34,3.03,-8.78,22.87,23.78,0.3,0.3,0.3,0,0,4,2,1,3,1,518.67,498.19,518.08,525.57,544.88,542.68,20.48,19.89,-2.2,-19.31,0.54,1991.48,2067.22,-75.74,0,0.71,5238.3122,5321.88,4908.92,7209.8,,3.94,3.92,3.2,-1887.92,-4908.92,1,40,36,28,,,
